tile_id,quadkey,lat,lon,carrier,download_mbps,upload_mbps,latency_ms,tests,devices,distance_m,inside_stadium,section,nearest_das,das_distance_m,signal_quality
TILE_01469,032023150786985,40.8122959,-74.0768163,US Cellular,141.19,21.36,38.8,41,32,268.0,True,South_Upper,DAS-S2,91.8,81.6
TILE_01470,032023126045599,40.8122959,-74.0765714,Verizon,224.42,17.39,26.7,39,15,252.0,True,South_Upper,DAS-S2,72.9,85.4
TILE_01471,032023128963886,40.8122959,-74.0760816,Verizon,193.16,29.53,29.5,225,125,222.3,True,South_Upper,DAS-S2,40.6,91.9
TILE_01472,032023126313361,40.8122959,-74.0760816,AT&T,228.33,22.56,24.7,315,72,222.3,True,South_Upper,DAS-S2,40.6,91.9
TILE_01473,032023143166149,40.8122959,-74.0760816,T-Mobile,150.39,56.17,21.4,285,110,222.3,True,South_Upper,DAS-S2,40.6,91.9
TILE_01474,032023153620610,40.8122959,-74.0758367,Verizon,251.7,31.28,21.9,123,173,209.0,True,South_Upper,DAS-S2,33.0,93.4
TILE_01475,032023162052267,40.8122959,-74.0758367,AT&T,191.66,23.94,25.6,310,136,209.0,True,South_Upper,DAS-S2,33.0,93.4
TILE_01476,032023117239859,40.8122959,-74.0758367,T-Mobile,204.96,60.99,18.5,164,120,209.0,True,South_Upper,DAS-S2,33.0,93.4
TILE_01477,032023123639741,40.8122959,-74.0755918,Verizon,207.96,39.68,16.6,46,37,196.9,True,South_Upper,DAS-S2,37.3,92.5
TILE_01478,032023129172895,40.8122959,-74.0755918,AT&T,180.95,15.8,40.4,59,23,196.9,True,South_Upper,DAS-S2,37.3,92.5
TILE_01479,032023157343290,40.8122959,-74.0755918,T-Mobile,216.84,27.55,9.8,61,23,196.9,True,South_Upper,DAS-S2,37.3,92.5
TILE_01480,032023122968353,40.8122959,-74.0755918,US Cellular,120.55,17.74,34.4,10,5,196.9,True,South_Upper,DAS-S2,37.3,92.5
TILE_01481,032023192121887,40.8122959,-74.0753469,Verizon,170.99,44.16,26.0,91,50,186.4,True,South_Upper,DAS-S2,50.4,89.9
TILE_01482,032023111402345,40.8122959,-74.0753469,T-Mobile,322.24,21.37,20.1,102,42,186.4,True,South_Upper,DAS-S2,50.4,89.9
TILE_01483,032023134772273,40.8122959,-74.075102,Verizon,237.67,37.76,22.8,116,114,177.6,True,South_Upper,DAS-S2,67.4,86.5
TILE_01484,032023147369811,40.8122959,-74.075102,AT&T,213.39,19.24,37.0,224,91,177.6,True,South_Upper,DAS-S2,67.4,86.5
TILE_01485,032023131042732,40.8122959,-74.0748571,Verizon,206.33,26.36,19.7,188,100,170.9,True,South_Upper,DAS-S1,64.5,87.1
TILE_01486,032023150961920,40.8122959,-74.0748571,AT&T,167.67,27.06,36.6,312,91,170.9,True,South_Upper,DAS-S1,64.5,87.1
TILE_01487,032023150923036,40.8122959,-74.0746122,Verizon,208.72,24.15,27.9,144,79,166.5,True,South_Upper,DAS-S1,47.9,90.4
TILE_01488,032023124713977,40.8122959,-74.0746122,AT&T,295.58,32.4,26.6,113,40,166.5,True,South_Upper,DAS-S1,47.9,90.4
TILE_01489,032023136497168,40.8122959,-74.0743673,T-Mobile,208.16,42.21,22.8,169,97,164.7,True,South_Upper,DAS-S1,35.8,92.8
TILE_01490,032023170832955,40.8122959,-74.0741224,Verizon,201.9,40.86,21.3,81,48,165.3,True,South_Upper,DAS-S1,33.5,93.3
TILE_01491,032023112194743,40.8122959,-74.0741224,AT&T,229.95,19.31,33.9,40,30,165.3,True,South_Upper,DAS-S1,33.5,93.3
TILE_01492,032023137465854,40.8122959,-74.0738776,Verizon,186.15,16.09,25.8,113,113,168.6,True,South_Upper,DAS-S1,42.7,91.5
TILE_01493,032023115463954,40.8122959,-74.0738776,AT&T,157.52,19.04,21.6,168,77,168.6,True,South_Upper,DAS-S1,42.7,91.5
TILE_01494,032023160875343,40.8122959,-74.0736327,Verizon,221.73,34.73,24.1,159,78,174.2,True,South_Upper,DAS-S1,58.1,88.4
TILE_01495,032023194312002,40.8122959,-74.0736327,T-Mobile,198.33,36.69,25.1,147,69,174.2,True,South_Upper,DAS-S1,58.1,88.4
TILE_01496,032023199638747,40.8122959,-74.0736327,US Cellular,89.99,19.21,38.1,34,19,174.2,True,South_Upper,DAS-S1,58.1,88.4
TILE_01497,032023181074355,40.8122959,-74.0733878,Verizon,241.25,35.42,24.9,352,145,182.1,True,South_Upper,DAS-S1,76.0,84.8
TILE_01498,032023130811616,40.8122959,-74.0731429,Verizon,158.84,26.13,25.8,60,33,191.8,True,South_Upper,DAS-S1,95.1,81.0
TILE_01499,032023162885831,40.8122959,-74.0731429,AT&T,117.78,15.95,35.2,51,13,191.8,True,South_Upper,DAS-S1,95.1,81.0
TILE_01500,032023157250864,40.8122959,-74.0731429,T-Mobile,224.76,44.54,25.9,32,21,191.8,True,South_Upper,DAS-S1,95.1,81.0
TILE_01501,032023197341992,40.8122959,-74.072898,Verizon,126.73,13.0,25.4,315,89,203.2,True,South_Upper,DAS-S1,114.7,77.1
TILE_01502,032023127306490,40.8122959,-74.072898,T-Mobile,259.73,31.26,25.9,199,100,203.2,True,South_Upper,DAS-S1,114.7,77.1
TILE_01503,032023199153089,40.8122959,-74.072898,US Cellular,99.32,7.2,40.4,69,28,203.2,True,South_Upper,DAS-S1,114.7,77.1
TILE_01504,032023135089102,40.8122959,-74.0726531,Verizon,175.72,22.17,34.4,94,45,215.9,True,South_Upper,DAS-S1,134.6,73.1
TILE_01505,032023114311811,40.8122959,-74.0726531,T-Mobile,98.37,26.19,13.9,75,39,215.9,True,South_Upper,DAS-S1,134.6,73.1
TILE_01506,032023198754153,40.8122959,-74.0724082,AT&T,99.6,25.37,43.9,62,25,229.9,True,South_Upper,DAS-S1,154.7,69.1
TILE_01507,032023124998587,40.8122959,-74.0721633,US Cellular,81.74,10.57,53.8,30,7,244.7,True,South_Upper,DAS-S1,175.0,65.0
TILE_01508,032023169379920,40.8122959,-74.0719184,AT&T,47.99,11.79,46.1,268,139,260.4,True,South_Upper,DAS-E1,191.8,61.6
TILE_01509,032023140714138,40.8122959,-74.0719184,T-Mobile,146.33,30.93,24.3,283,106,260.4,True,South_Upper,DAS-E1,191.8,61.6
TILE_01510,032023127070043,40.8122959,-74.0719184,US Cellular,70.07,5.52,56.6,67,25,260.4,True,South_Upper,DAS-E1,191.8,61.6
TILE_01511,032023143174096,40.8122959,-74.0716735,Verizon,127.08,44.22,45.5,178,122,276.7,True,South_Upper,DAS-E1,182.6,63.5
TILE_01512,032023131759988,40.8122959,-74.0716735,AT&T,86.75,15.7,50.1,151,109,276.7,True,South_Upper,DAS-E1,182.6,63.5
TILE_01513,032023198184620,40.8122959,-74.0714286,AT&T,115.61,11.54,44.3,209,81,293.6,True,Concourse,DAS-E1,175.2,65.0
TILE_01514,032023112364743,40.8122959,-74.0714286,T-Mobile,108.84,23.02,27.8,73,48,293.6,True,Concourse,DAS-E1,175.2,65.0
TILE_01515,032023174297959,40.8122959,-74.0711837,Verizon,94.43,5.81,31.3,226,91,310.9,True,Concourse,DAS-E1,170.1,66.0
TILE_01516,032023161799461,40.8122959,-74.0711837,AT&T,41.72,12.08,44.9,214,124,310.9,True,Concourse,DAS-E1,170.1,66.0
TILE_01517,032023186188419,40.8122959,-74.0711837,T-Mobile,254.23,14.33,30.4,170,91,310.9,True,Concourse,DAS-E1,170.1,66.0
TILE_01518,032023123309098,40.8122959,-74.0709388,Verizon,62.56,24.79,29.0,173,99,328.6,True,Concourse,DAS-E1,167.4,66.5
TILE_01519,032023187817570,40.8122959,-74.0709388,T-Mobile,144.65,13.81,23.7,185,115,328.6,True,Concourse,DAS-E1,167.4,66.5
TILE_01520,032023110457242,40.8122959,-74.0706939,Verizon,89.3,3.06,29.2,337,127,346.7,True,Concourse,DAS-E1,167.3,66.5
TILE_01521,032023146050904,40.8122959,-74.0706939,T-Mobile,75.52,16.74,22.3,233,97,346.7,True,Concourse,DAS-E1,167.3,66.5
TILE_01522,032023128120030,40.8122959,-74.070449,AT&T,112.47,15.09,39.4,159,84,365.0,True,Concourse,DAS-E1,169.6,66.1
TILE_01523,032023171947902,40.8122959,-74.070449,T-Mobile,201.57,12.26,19.2,134,54,365.0,True,Concourse,DAS-E1,169.6,66.1
TILE_01524,032023148308300,40.8122959,-74.0702041,Verizon,73.97,15.05,42.0,59,28,383.5,False,Exterior,DAS-E1,174.4,61.6
TILE_01525,032023171002161,40.8122959,-74.0702041,T-Mobile,121.89,22.12,27.1,62,20,383.5,False,Exterior,DAS-E1,174.4,61.6
TILE_01526,032023176012703,40.8122959,-74.0699592,AT&T,141.79,12.25,52.0,34,15,402.3,False,Exterior,DAS-E1,181.5,59.8
TILE_01527,032023171327384,40.8122959,-74.0699592,T-Mobile,137.38,23.67,42.0,23,13,402.3,False,Exterior,DAS-E1,181.5,59.8
TILE_01528,032023167890014,40.8122959,-74.0697143,Verizon,74.98,17.0,32.7,37,9,421.2,False,Exterior,DAS-E1,190.5,57.9
TILE_01529,032023175058395,40.8122959,-74.0697143,AT&T,100.24,3.77,53.5,25,12,421.2,False,Exterior,DAS-E1,190.5,57.9
TILE_01530,032023170707773,40.8122959,-74.0697143,T-Mobile,124.53,14.99,30.8,21,11,421.2,False,Exterior,DAS-E1,190.5,57.9
TILE_01531,032023113247984,40.8122959,-74.0694694,Verizon,192.69,2.0,42.3,19,11,440.3,False,Exterior,DAS-E1,201.3,56.0
TILE_01532,032023139463495,40.8122959,-74.0694694,AT&T,156.87,7.21,40.1,15,15,440.3,False,Exterior,DAS-E1,201.3,56.0
TILE_01533,032023129533190,40.8122959,-74.0694694,T-Mobile,80.45,8.21,37.6,26,9,440.3,False,Exterior,DAS-E1,201.3,56.0
TILE_01534,032023189723813,40.8122959,-74.0692245,Verizon,100.53,25.57,43.1,63,19,459.6,False,Exterior,DAS-E1,213.5,54.0
TILE_01535,032023197166411,40.8122959,-74.0692245,AT&T,110.0,2.0,49.2,49,20,459.6,False,Exterior,DAS-E1,213.5,54.0
TILE_01536,032023166264827,40.8122959,-74.0692245,T-Mobile,94.1,30.12,33.2,55,21,459.6,False,Exterior,DAS-E1,213.5,54.0
TILE_01537,032023179301842,40.8122959,-74.0692245,US Cellular,11.56,10.1,58.7,11,5,459.6,False,Exterior,DAS-E1,213.5,54.0
TILE_01538,032023139029907,40.8122959,-74.0689796,AT&T,106.84,12.11,51.2,79,21,478.9,False,Exterior,DAS-E1,226.9,52.1
TILE_01539,032023170791476,40.8122959,-74.0689796,US Cellular,69.83,9.15,62.0,17,8,478.9,False,Exterior,DAS-E1,226.9,52.1
TILE_01540,032023199225668,40.8122959,-74.0687347,AT&T,76.83,18.65,65.0,12,6,498.4,False,Exterior,DAS-E1,241.4,50.2
TILE_01541,032023182587229,40.8122959,-74.0687347,T-Mobile,22.78,3.97,37.5,14,5,498.4,False,Exterior,DAS-E1,241.4,50.2
TILE_01542,032023113700557,40.8122959,-74.0684898,Verizon,51.22,11.08,40.0,76,34,517.9,False,Exterior,DAS-E1,256.7,48.2
TILE_01543,032023163249442,40.8122959,-74.0684898,AT&T,104.12,10.45,55.1,46,24,517.9,False,Exterior,DAS-E1,256.7,48.2
TILE_01544,032023146761970,40.8122959,-74.0684898,T-Mobile,90.88,8.94,38.6,64,33,517.9,False,Exterior,DAS-E1,256.7,48.2
TILE_01545,032023160474687,40.8122959,-74.0682449,Verizon,79.05,14.75,52.0,47,16,537.5,False,Exterior,DAS-E1,272.7,46.2
TILE_01546,032023111260960,40.8122959,-74.0682449,AT&T,25.77,20.18,68.4,37,13,537.5,False,Exterior,DAS-E1,272.7,46.2
TILE_01547,032023120467116,40.8122959,-74.0682449,T-Mobile,136.97,23.54,45.4,17,16,537.5,False,Exterior,DAS-E1,272.7,46.2
TILE_01548,032023136462944,40.8122959,-74.068,Verizon,123.96,2.0,54.1,35,13,557.3,False,Exterior,DAS-E1,289.3,44.3
TILE_01549,032023154655914,40.8122959,-74.068,T-Mobile,108.07,14.0,37.7,14,14,557.3,False,Exterior,DAS-E1,289.3,44.3
TILE_01550,032023134632185,40.812449,-74.0797551,Verizon,67.07,14.84,39.3,84,45,482.5,False,Exterior,DAS-W1,223.0,51.7
TILE_01551,032023160119397,40.812449,-74.0795102,Verizon,130.93,5.1,42.0,45,19,462.9,False,Exterior,DAS-W1,208.2,53.7
TILE_01552,032023186854797,40.812449,-74.0792653,Verizon,117.69,13.17,45.4,53,19,443.4,False,Exterior,DAS-W1,194.4,55.7
TILE_01553,032023131879075,40.812449,-74.0792653,T-Mobile,66.22,16.12,35.7,17,11,443.4,False,Exterior,DAS-W1,194.4,55.7
TILE_01554,032023128889895,40.812449,-74.0790204,Verizon,119.77,24.13,32.0,53,14,423.9,False,Exterior,DAS-W1,182.0,57.6
TILE_01555,032023162818928,40.812449,-74.0790204,AT&T,104.71,2.0,52.8,21,19,423.9,False,Exterior,DAS-W1,182.0,57.6
TILE_01556,032023142677403,40.812449,-74.0790204,T-Mobile,175.24,37.01,37.0,23,15,423.9,False,Exterior,DAS-W1,182.0,57.6
TILE_01557,032023125816898,40.812449,-74.0787755,Verizon,80.74,5.25,38.4,35,23,404.6,False,Exterior,DAS-W1,171.1,59.5
TILE_01558,032023145848298,40.812449,-74.0787755,AT&T,95.96,16.07,44.5,43,23,404.6,False,Exterior,DAS-W1,171.1,59.5
TILE_01559,032023115812654,40.812449,-74.0787755,T-Mobile,102.23,2.0,24.2,36,24,404.6,False,Exterior,DAS-W1,171.1,59.5
TILE_01560,032023151722532,40.812449,-74.0785306,Verizon,133.33,10.76,35.0,44,12,385.5,False,Exterior,DAS-W1,162.2,61.5
TILE_01561,032023134157889,40.812449,-74.0785306,AT&T,40.44,2.0,37.2,26,23,385.5,False,Exterior,DAS-W1,162.2,61.5
TILE_01562,032023191925802,40.812449,-74.0785306,T-Mobile,104.94,33.69,25.5,41,14,385.5,False,Exterior,DAS-W1,162.2,61.5
TILE_01563,032023192295401,40.812449,-74.0782857,T-Mobile,168.7,15.14,31.9,12,9,366.5,False,Exterior,DAS-W1,155.5,63.4
TILE_01564,032023165655620,40.812449,-74.0780408,Verizon,101.77,14.97,32.2,114,116,347.7,True,West_Upper,DAS-W1,151.4,69.7
TILE_01565,032023136639699,40.812449,-74.0777959,Verizon,89.25,25.97,31.2,135,116,329.1,True,West_Upper,DAS-W1,150.0,70.0
TILE_01566,032023178028139,40.812449,-74.077551,Verizon,103.39,21.78,29.7,253,162,310.7,True,West_Upper,DAS-W1,151.5,69.7
TILE_01567,032023179856981,40.812449,-74.077551,AT&T,102.09,10.75,40.5,341,155,310.7,True,West_Upper,DAS-W1,151.5,69.7
TILE_01568,032023145501025,40.812449,-74.0773061,Verizon,128.92,7.74,38.2,279,82,292.7,True,West_Upper,DAS-S2,136.5,72.7
TILE_01569,032023171808036,40.812449,-74.0773061,AT&T,72.39,12.72,33.0,164,94,292.7,True,West_Upper,DAS-S2,136.5,72.7
TILE_01570,032023182268508,40.812449,-74.0770612,Verizon,134.59,21.46,29.7,170,83,275.1,True,West_Upper,DAS-S2,117.5,76.5
TILE_01571,032023191573449,40.812449,-74.0768163,Verizon,214.09,24.49,34.2,124,56,257.9,True,Concourse,DAS-S2,99.2,80.2
TILE_01572,032023168153987,40.812449,-74.0768163,AT&T,182.91,16.37,42.0,135,88,257.9,True,Concourse,DAS-S2,99.2,80.2
TILE_01573,032023123586417,40.812449,-74.0768163,T-Mobile,201.06,40.56,17.9,116,58,257.9,True,Concourse,DAS-S2,99.2,80.2
TILE_01574,032023191155840,40.812449,-74.0765714,AT&T,193.74,8.62,30.3,265,67,241.2,True,Concourse,DAS-S2,82.0,83.6
TILE_01575,032023193113189,40.812449,-74.0765714,US Cellular,96.84,8.97,37.7,30,20,241.2,True,Concourse,DAS-S2,82.0,83.6
TILE_01576,032023176329477,40.812449,-74.0763265,Verizon,262.09,44.04,25.8,67,20,225.2,True,Concourse,DAS-S2,66.8,86.6
TILE_01577,032023156194487,40.812449,-74.0763265,T-Mobile,216.51,29.06,12.1,50,16,225.2,True,Concourse,DAS-S2,66.8,86.6
TILE_01578,032023128442213,40.812449,-74.0760816,Verizon,194.75,38.12,22.5,77,27,210.1,True,Concourse,DAS-S2,55.2,89.0
TILE_01579,032023113243184,40.812449,-74.0760816,AT&T,135.81,21.38,28.3,63,19,210.1,True,Concourse,DAS-S2,55.2,89.0
TILE_01580,032023145529548,40.812449,-74.0758367,Verizon,301.89,36.82,23.6,226,120,195.9,True,Concourse,DAS-S2,50.0,90.0
TILE_01581,032023154195752,40.812449,-74.0755918,Verizon,259.62,28.85,25.9,210,62,183.0,True,Concourse,DAS-S2,52.9,89.4
TILE_01582,032023131961497,40.812449,-74.0755918,AT&T,141.06,10.82,35.7,179,70,183.0,True,Concourse,DAS-S2,52.9,89.4
TILE_01583,032023129570600,40.812449,-74.0755918,T-Mobile,183.42,55.41,20.3,157,64,183.0,True,Concourse,DAS-S2,52.9,89.4
TILE_01584,032023180097986,40.812449,-74.0753469,Verizon,253.15,21.32,26.2,95,56,171.6,True,Concourse,DAS-S2,62.8,87.4
TILE_01585,032023163889319,40.812449,-74.0753469,AT&T,218.33,24.33,31.9,36,34,171.6,True,Concourse,DAS-S2,62.8,87.4
TILE_01586,032023194690370,40.812449,-74.0753469,US Cellular,54.41,14.13,40.5,10,8,171.6,True,Concourse,DAS-S2,62.8,87.4
TILE_01587,032023199225208,40.812449,-74.075102,Verizon,257.62,34.58,20.1,75,18,162.0,True,Concourse,DAS-S2,77.2,84.6
TILE_01588,032023154189003,40.812449,-74.075102,T-Mobile,201.0,42.69,23.5,36,30,162.0,True,Concourse,DAS-S2,77.2,84.6
TILE_01589,032023162627215,40.812449,-74.0748571,T-Mobile,160.08,38.91,25.0,225,75,154.6,True,Concourse,DAS-S1,74.6,85.1
TILE_01590,032023129276635,40.812449,-74.0746122,AT&T,212.02,21.59,21.7,45,29,149.8,True,Concourse,DAS-S1,60.8,87.8
TILE_01591,032023195272321,40.812449,-74.0746122,T-Mobile,237.71,39.96,22.4,47,28,149.8,True,Concourse,DAS-S1,60.8,87.8
TILE_01592,032023164034430,40.812449,-74.0743673,AT&T,208.79,13.9,33.8,64,23,147.7,True,Concourse,DAS-S1,51.8,89.6
TILE_01593,032023181589196,40.812449,-74.0741224,Verizon,237.05,24.49,24.9,187,67,148.4,True,Concourse,DAS-S1,50.3,89.9
TILE_01594,032023165298890,40.812449,-74.0738776,Verizon,224.82,42.25,28.0,43,26,152.0,True,Concourse,DAS-S1,56.8,88.6
TILE_01595,032023134266773,40.812449,-74.0736327,Verizon,143.31,7.31,31.2,167,112,158.3,True,Concourse,DAS-S1,69.1,86.2
TILE_01596,032023176652912,40.812449,-74.0736327,AT&T,188.69,6.31,24.9,276,117,158.3,True,Concourse,DAS-S1,69.1,86.2
TILE_01597,032023120496299,40.812449,-74.0733878,Verizon,231.01,25.77,31.8,208,138,166.8,True,Concourse,DAS-S1,84.8,83.0
TILE_01598,032023197123529,40.812449,-74.0733878,AT&T,65.81,23.05,28.7,254,67,166.8,True,Concourse,DAS-S1,84.8,83.0
TILE_01599,032023125267176,40.812449,-74.0733878,T-Mobile,245.29,22.06,21.3,258,110,166.8,True,Concourse,DAS-S1,84.8,83.0
TILE_01600,032023161005971,40.812449,-74.0731429,Verizon,121.16,20.96,35.0,107,81,177.4,True,Concourse,DAS-S1,102.2,79.6
TILE_01601,032023196880176,40.812449,-74.0731429,AT&T,170.17,9.35,29.5,79,66,177.4,True,Concourse,DAS-S1,102.2,79.6
TILE_01602,032023163398105,40.812449,-74.0726531,T-Mobile,108.45,2.0,33.5,180,55,203.3,True,Concourse,DAS-S1,139.7,72.1
TILE_01603,032023195328676,40.812449,-74.0724082,AT&T,167.5,17.22,42.4,60,25,218.0,True,Concourse,DAS-S1,159.2,68.2
TILE_01604,032023127223841,40.812449,-74.0721633,Verizon,88.45,7.45,32.0,106,86,233.6,True,Concourse,DAS-S1,178.9,64.2
TILE_01605,032023150258689,40.812449,-74.0721633,T-Mobile,110.41,24.83,26.3,147,69,233.6,True,Concourse,DAS-S1,178.9,64.2
TILE_01606,032023160861017,40.812449,-74.0719184,Verizon,148.82,15.23,27.3,116,31,250.0,True,Concourse,DAS-E1,177.2,64.6
TILE_01607,032023134298622,40.812449,-74.0719184,AT&T,96.43,5.41,41.5,49,39,250.0,True,Concourse,DAS-E1,177.2,64.6
TILE_01608,032023194214795,40.812449,-74.0719184,T-Mobile,152.72,24.68,26.6,84,34,250.0,True,Concourse,DAS-E1,177.2,64.6
TILE_01609,032023144802644,40.812449,-74.0716735,Verizon,119.16,25.72,29.3,105,56,267.0,True,Concourse,DAS-E1,167.2,66.6
TILE_01610,032023181642753,40.812449,-74.0716735,AT&T,102.61,13.68,43.0,70,57,267.0,True,Concourse,DAS-E1,167.2,66.6
TILE_01611,032023198204755,40.812449,-74.0716735,T-Mobile,88.08,2.0,21.3,127,43,267.0,True,Concourse,DAS-E1,167.2,66.6
TILE_01612,032023128051348,40.812449,-74.0714286,Verizon,70.35,9.28,42.9,174,92,284.4,True,East_Upper,DAS-E1,159.1,68.2
TILE_01613,032023139304079,40.812449,-74.0714286,AT&T,80.94,15.59,39.9,174,74,284.4,True,East_Upper,DAS-E1,159.1,68.2
TILE_01614,032023122288247,40.812449,-74.0714286,T-Mobile,151.28,39.05,27.3,171,91,284.4,True,East_Upper,DAS-E1,159.1,68.2
TILE_01615,032023192910205,40.812449,-74.0711837,Verizon,110.69,10.1,30.2,68,36,302.3,True,East_Upper,DAS-E1,153.5,69.3
TILE_01616,032023145204525,40.812449,-74.0711837,T-Mobile,232.02,25.27,26.2,47,23,302.3,True,East_Upper,DAS-E1,153.5,69.3
TILE_01617,032023189272533,40.812449,-74.0711837,US Cellular,26.41,5.15,56.0,18,10,302.3,True,East_Upper,DAS-E1,153.5,69.3
TILE_01618,032023143885691,40.812449,-74.0709388,Verizon,88.3,16.51,37.9,69,30,320.4,True,East_Upper,DAS-E1,150.5,69.9
TILE_01619,032023179436977,40.812449,-74.0709388,AT&T,110.83,12.71,41.9,56,22,320.4,True,East_Upper,DAS-E1,150.5,69.9
TILE_01620,032023112421028,40.812449,-74.0706939,Verizon,141.52,17.69,33.1,177,97,338.9,True,East_Upper,DAS-E1,150.3,69.9
TILE_01621,032023115610251,40.812449,-74.0706939,T-Mobile,189.04,13.71,27.1,117,91,338.9,True,East_Upper,DAS-E1,150.3,69.9
TILE_01622,032023176719447,40.812449,-74.070449,Verizon,141.15,12.58,27.5,147,151,357.6,True,East_Upper,DAS-E1,152.9,69.4
TILE_01623,032023169722301,40.812449,-74.070449,AT&T,81.99,10.16,41.1,143,81,357.6,True,East_Upper,DAS-E1,152.9,69.4
TILE_01624,032023119299833,40.812449,-74.0702041,AT&T,106.69,13.65,51.6,21,9,376.6,False,Exterior,DAS-E1,158.2,62.3
TILE_01625,032023188799460,40.812449,-74.0702041,T-Mobile,141.19,34.62,24.7,12,7,376.6,False,Exterior,DAS-E1,158.2,62.3
TILE_01626,032023172644114,40.812449,-74.0699592,Verizon,102.81,17.58,43.5,54,20,395.6,False,Exterior,DAS-E1,166.0,60.4
TILE_01627,032023177383605,40.812449,-74.0699592,AT&T,107.52,2.0,47.5,59,31,395.6,False,Exterior,DAS-E1,166.0,60.4
TILE_01628,032023172289006,40.812449,-74.0699592,US Cellular,41.31,2.0,55.5,11,4,395.6,False,Exterior,DAS-E1,166.0,60.4
TILE_01629,032023115141109,40.812449,-74.0697143,Verizon,76.89,10.57,40.6,34,31,414.9,False,Exterior,DAS-E1,175.8,58.5
TILE_01630,032023155604380,40.812449,-74.0697143,AT&T,128.65,7.46,46.2,28,17,414.9,False,Exterior,DAS-E1,175.8,58.5
TILE_01631,032023152675942,40.812449,-74.0694694,Verizon,91.02,17.35,39.6,28,11,434.3,False,Exterior,DAS-E1,187.4,56.6
TILE_01632,032023127518073,40.812449,-74.0694694,AT&T,56.2,13.46,54.5,17,11,434.3,False,Exterior,DAS-E1,187.4,56.6
TILE_01633,032023128093476,40.812449,-74.0692245,AT&T,36.55,12.46,44.8,11,7,453.7,False,Exterior,DAS-E1,200.4,54.6
TILE_01634,032023132739350,40.812449,-74.0689796,AT&T,103.12,18.6,58.8,46,19,473.3,False,Exterior,DAS-E1,214.7,52.7
TILE_01635,032023154361567,40.812449,-74.0687347,Verizon,60.44,14.25,36.7,7,4,493.0,False,Exterior,DAS-E1,229.9,50.7
TILE_01636,032023142268528,40.812449,-74.0687347,AT&T,123.73,19.53,50.5,7,2,493.0,False,Exterior,DAS-E1,229.9,50.7
TILE_01637,032023122048194,40.812449,-74.0687347,T-Mobile,96.1,16.41,40.1,11,5,493.0,False,Exterior,DAS-E1,229.9,50.7
TILE_01638,032023168541444,40.812449,-74.0684898,Verizon,34.51,22.47,46.1,84,35,512.8,False,Exterior,DAS-E1,246.0,48.7
TILE_01639,032023172656741,40.812449,-74.0684898,AT&T,117.26,2.77,55.1,69,23,512.8,False,Exterior,DAS-E1,246.0,48.7
TILE_01640,032023159563780,40.812449,-74.0684898,T-Mobile,70.51,5.92,37.1,48,15,512.8,False,Exterior,DAS-E1,246.0,48.7
TILE_01641,032023170231820,40.812449,-74.0684898,US Cellular,72.6,6.26,64.0,17,4,512.8,False,Exterior,DAS-E1,246.0,48.7
TILE_01642,032023180515764,40.812449,-74.0682449,Verizon,112.11,24.42,48.3,94,28,532.6,False,Exterior,DAS-E1,262.6,46.7
TILE_01643,032023154928425,40.812449,-74.0682449,US Cellular,50.05,5.87,59.3,16,7,532.6,False,Exterior,DAS-E1,262.6,46.7
TILE_01644,032023177848785,40.812449,-74.068,Verizon,85.77,2.92,49.0,68,17,552.5,False,Exterior,DAS-E1,279.9,44.8
TILE_01645,032023195036744,40.812602,-74.0797551,Verizon,40.37,13.65,37.9,11,5,477.6,False,Exterior,DAS-W1,211.9,52.2
TILE_01646,032023117348320,40.812602,-74.0797551,AT&T,122.64,13.61,51.4,5,3,477.6,False,Exterior,DAS-W1,211.9,52.2
TILE_01647,032023135168824,40.812602,-74.0795102,Verizon,35.68,13.37,46.4,41,16,457.8,False,Exterior,DAS-W1,196.3,54.2
TILE_01648,032023195515102,40.812602,-74.0792653,Verizon,134.37,2.0,35.1,38,9,438.0,False,Exterior,DAS-W1,181.6,56.2
TILE_01649,032023161327277,40.812602,-74.0792653,AT&T,79.35,13.01,51.1,29,10,438.0,False,Exterior,DAS-W1,181.6,56.2
TILE_01650,032023135789377,40.812602,-74.0792653,T-Mobile,184.9,24.4,31.6,31,15,438.0,False,Exterior,DAS-W1,181.6,56.2
TILE_01651,032023160149586,40.812602,-74.0790204,Verizon,67.05,13.39,40.1,47,36,418.3,False,Exterior,DAS-W1,168.2,58.2
TILE_01652,032023145843426,40.812602,-74.0790204,AT&T,95.51,2.0,44.3,55,21,418.3,False,Exterior,DAS-W1,168.2,58.2
TILE_01653,032023188123925,40.812602,-74.0787755,Verizon,22.71,14.64,39.2,101,27,398.8,False,Exterior,DAS-W1,156.4,60.1
TILE_01654,032023197874988,40.812602,-74.0787755,T-Mobile,10.0,29.22,40.9,63,31,398.8,False,Exterior,DAS-W1,156.4,60.1
TILE_01655,032023191067901,40.812602,-74.0787755,US Cellular,69.4,11.71,58.6,15,6,398.8,False,Exterior,DAS-W1,156.4,60.1
